"artist","song","song_length","session_id","item_in_session"
"Nando Reis","A Letra ""A","254.6673","404","14"
"Kris Allen","Live Like We're Dying","212.50567","605","55"
"Muse","Muscle Museum (Soulwax Remix)","224.44363","605","56"
"Goldfrapp","Lovely Head","228.0224","404","15"
"Slash","Doctor Alibi (featuring Lemmy Kilmister)","189.23057","605","57"
"D.R.I.","Stupid_ Stupid War (Dealing With It)","66.61179","404","16"
"Beastie Boys","Unite (2009 Digital Remaster)","211.722","404","17"
"Cat Power","Hate","218.3571","605","58"
"Kings Of Leon","Revelry","201.79546","404","18"
"Hot Water Music","Translocation","201.40363","605","59"
"Miranda Lambert","Me And Charlie Talking","251.61098","404","19"
"Brandy duet with Monica","The Boy Is Mine (Duet With Monica) (LP Version)","294.79138","605","60"
"The Heavy","How You Like Me Now?","197.35465","404","20"
"Streetlight Manifesto","Point/Counterpoint (Album Version)","327.91465","605","61"
"Blitzen Trapper","Murder Babe (Album)","171.15383","404","21"
"Megan McCauley","Die For You","228.57098","404","22"
"Jack Johnson","Better Together","207.64689","605","62"
"Passion Pit","Eyes As Candles","243.69587","404","23"
"Strunz & Farah","Zagros","315.32363","619","0"
"Minus The Bear","Part 2","230.45179","605","63"
"Van Halen","Eruption (Album Version)","102.5824","404","24"
"Pavement","Heaven Is A Truck","149.83791","605","64"
"Alliance Ethnik","SinceritÃÂ© Et Jalousie","195.94404","404","25"
"Pieces Of A Dream","Keep It Smooth","311.562","619","1"
"Creedence Clearwater Revival","Born On The Bayou","315.42812","605","65"
"Anouk","It's So Hard","268.5122","404","26"
"Jaco Pastorius Big Band","Amerika (Album Version)","69.3024","619","2"
"Avril Lavigne","I'm With You","222.9024","619","3"
"Gonzalo Rubalcaba","Circuito III","525.47873","605","66"
"BjÃÂ¶rk","Undo","348.57751","404","27"
"Ska-P","Casposos","298.13506","619","4"
"The Strokes","Is This It","155.34975","404","28"
"Jesse Belvin","Goodnight My Love","184.63302","619","5"
"Alliance Ethnik","Creil City","265.76934","404","29"
"The Gerbils","(iii)","27.01016","605","67"
"KJ-52","Life After Death","275.77424","605","68"
"Mariah Carey","All I Want For Christmas Is You","242.96444","619","7"
"Glen Hansard & Marketa Irglova","The Moon (Album version)","282.67057","404","30"
"Dion & The Belmonts","A Teenager In Love","152.31955","605","69"
"Jack Johnson","Bubble Toes","236.93016","600","0"
"Beastie Boys","The Maestro","172.22485","619","8"
"Lesley Gore","It's My Party","134.37342","605","70"
"Dr. Dre / Snoop Dogg","The Next Episode","161.51465","404","31"
"Pearl Jam","Encore Break","67.44771","619","9"
"Cake","Commissioning A Symphony In C","179.09506","600","1"
"Phoenix","Rome","278.07302","605","71"
"Alesana","Seduction (album)","285.51791","619","10"
"The Kooks","She Moves In Her Own Way","168.72444","404","32"
"Dakis","La Petite Marie (2005 Digital Remaster)","162.48118","404","33"
"Limp Bizkit","Rollin' (Air Raid Vehicle)","214.5171","605","72"
"JET","Move On (Album Version)","261.3024","619","11"
"Mickie Krause","Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West)","204.17261","404","34"
"Hot Chip","My Piano (DJ-Kicks)","314.69669","605","73"
"Yung Berg","Do That There (featuring Dude 'N Nem)","230.63465","619","12"
"Kings Of Leon","Closer","237.53098","404","35"
"Johan","Life On Mars","190.27546","619","13"
"Crystal Castles","Love And Caring","138.91873","605","74"
"Thirteen Senses","Lead Us","286.45832","404","36"
"Eisbrecher","Adrenalin","241.89342","605","76"
"Buckcherry","Crazy Bitch (Album Version)","201.79546","619","14"
"Band Of Horses","The General Specific (Album)","187.0624","404","37"
"Darkseed","Speak Silence","250.33098","605","77"
"Caetano Veloso","O Samba E O Tango","223.97342","619","15"
"Maria Arredondo","Burning","243.74812","404","38"
"Boyzone","All That I Need","219.81995","619","16"
"Coldplay","Trouble","273.47546","605","78"
"matchbox twenty","Unwell (Album Version)","229.14567","404","39"
"Sussie 4","On Time","331.33669","619","17"
"Klaxons","Golden Skans","166.79138","605","79"
"Prince","Hot Thing ( LP Version )","340.71465","404","40"
"Dwight Yoakam","You're The One","239.3073","605","80"
"Damian Marley / Capleton / Drag-On / Stephen Marley","It Was Written","361.03791","619","18"
"Markus KrunegÃÂ¥rd","Genom tunna tyger","185.5473","605","81"
"Kamera","I Was Made","221.33506","404","41"
"Rainer Weichhold vs. Dandi & Ugo","Infinite Template","397.66159","605","82"
"Sondre Lerche","Face The Blood","136.98567","619","19"
"John Mayer","Slow Dancing In A Burning Room","241.99791","404","42"
"Mystikal","Alright","234.89261","619","20"
"Luis Fonsi","Aunque Estes Con El","278.17751","404","43"
"Angelic Upstarts","Two Million Voices","144.74404","619","21"
"Tonic","Count On Me (Somebody)","228.38812","605","83"
"Enya","Exile","259.86567","619","22"
"Lily Allen","Everyone's At It","277.83791","404","44"
"Lissi Dancefloor Disaster","I'M Gonna Keep On Driving My Car","246.12526","605","84"
"M.I.A.","Paper Planes","206.13179","619","23"
"India.Arie","Interested","245.26322","605","85"
"AFI","This Celluloid Dream","250.33098","404","46"
"3 Doors Down","She Don't Want The World","243.93098","619","24"
"Linkin Park","Points Of Authority (Album Version)","200.22812","605","86"
"Leatherface and Hot Water Music","Gang Party (Leatherface)","228.15302","404","47"
"Agnes","Release Me","186.51383","619","25"
"Weezer","Island In The Sun","199.94077","605","87"
"Scandinavian Music Group","Kun Puut Tekee SeittiÃÂ¤","544.88771","404","48"
"Caparezza","Fuori Dal Tunnel (Album Version)","310.30812","619","26"
"Billy Idol","Flesh For Fantasy","228.33587","605","89"
"Charttraxx Karaoke","Fireflies","225.17506","619","27"
"Michael BublÃÂ©","Can't Help Falling In Love (Album Version) (Studio)","229.04118","605","90"
"Amos Lee","Baby I Want You","178.99057","404","49"
"The Notorious B.I.G.","Big Poppa","252.49914","619","28"
"The Spinanes","Azure (Album)","231.23546","619","29"
"Coldplay","Brothers & Sisters","289.04444","619","30"
"Evanescence","Good Enough","330.91873","619","31"
"L-Kan","Cuentos chinos","246.49098","619","32"
"Peter Mulvey","Hidden Love","216.24118","619","33"
"Beverley Craven","Promise Me","219.34975","619","34"
"The Lonely Island / Julian Casablancas","Boombox","192.9922","619","35"
"Three Days Grace","Just Like You","186.90567","619","36"
"The Ethiopians","Woman Capture Man","142.15791","619","37"
"Fozzy","Watch Me Shine (Album)","218.14812","619","38"
"Silversun Pickups","Booksmart Devil","265.7171","619","39"
"Lionel Richie","Lady","265.89995","619","40"
"Margaret Cho","Gay Porn","144.90077","630","2"
"A Day To Remember","Heart Less","173.13914","619","41"
"Armored Saint","Human Vulture","325.40689","630","3"
"The Dropkick Murphys","The State Of Massachusetts","232.17587","619","42"
"Fall Out Boy","Beat It","156.57751","619","43"
"Beck","Girl Dreams","124.15955","630","4"
"Beastie Boys","Intergalactic","209.81506","630","5"
"Fall Out Boy","Thnks fr th Mmrs","203.96363","619","44"
"keller williams","221","230.39955","630","6"
"Al Gromer Khan","A Hundred Moons","324.362","619","45"
"Benny Benassi Presents The Biz","Love Is Gonna Save Us ","205.26975","630","7"
"Symphony X","Evolution (the Grand Design)","318.37995","619","46"
"Kajagoogoo","Big Apple (Metro Mix)","365.92281","630","8"
"Jamiroquai","Virtual Insanity","229.40689","619","47"
"Justin Bieber","Somebody To Love","220.89098","630","9"
"Bruce Willis","Save The Last Dance For Me","228.80608","619","48"
"The Killers","Read My Mind","246.80444","630","10"
"Sharleen Spiteri","Cat People (Putting Out Fire)","201.32526","619","49"
"Alliance Ethnik","ReprÃÂ©sente","252.21179","630","11"
"The Cardigans","Lovefool","198.21669","619","50"
"Black Kids","I'm Not Gonna Teach Your Boyfriend How To Dance With You","220.05506","619","51"
"Parachute","She Is Love","146.05016","630","12"
"Mudcrutch","The Wrong Thing To Do (Album Version)","249.33832","630","13"
"Simon Harris","Sample Track 2","195.83955","619","52"
"Sufjan Stevens","Movement III - Linear Tableau with Intersecting Surprise","248.89424","630","14"
"Charlie Patton","Green River Blues","187.48036","619","53"
"Basshunter","Walk On Water","223.32036","619","54"
"Lindisfarne","Fog On The Tyne (Live)","352.39138","630","15"
"Kanye West","Jesus Walks","196.77995","619","55"
"Ariane Moffatt","Retourne Chez Elle","218.53995","630","16"
"Linkin Park","Runaway (Album Version)","183.97995","619","56"
"The Beach Boys","You've Got To Hide Your Love Away (Digitally Remastered 01)","175.80363","619","57"
"No Doubt","Don't Speak","261.82485","630","17"
"Queens Of The Stone Age","God Is On The Radio","364.90404","619","58"
"LMFAO / Lil Jon","Shots","222.17098","630","18"
"The Suicide Machines","High Anxiety","121.41669","630","19"
"Kate Nash","Mariella","255.58159","619","59"
"The Saturdays","If This Is Love","176.95302","630","20"
"Frou Frou","Holding Out For A Hero","201.42975","619","60"
"Flaw","Get Up Again","175.72526","630","21"
"Liz Callaway","Journey To The Past  (LP Version)","175.43791","630","22"
"Les MisÃÂ©rables - Original London Cast","Finale","285.85751","619","61"
"Lady GaGa / Colby O'Donis","Just Dance","238.54975","630","23"
"Cozy Powell","Dance With The Devil","213.4722","619","62"
"Animal Collective","Bluish","313.5473","630","24"
"Blink-182","A New Hope","225.12281","619","63"
"Charisma","Loon Garden","707.63057","482","0"
"Dido","Thank You","217.83465","630","25"
"Screamin' Jay Hawkins","The Whammy","151.58812","619","64"
"Silverchair","All Across The World","241.29261","619","65"
"Emery","The Ponytail Parades","245.4722","630","26"
"Hockey","Song Away","196.96281","619","66"
"Flight Of The Conchords","Hurt Feelings","158.14485","561","1"
"Mike Posner","Cooler Than Me","214.7522","630","27"
"Juana Molina","Medlong","226.61179","619","67"
"Nancy Sinatra","So Long_ Babe (2006 Digital Remaster)","184.63302","561","2"
"Joy Division","I Remember Nothing [2007 Re-mastered Album Version]","355.18649","630","28"
"Elvis Presley","Suspicious Minds","273.76281","619","68"
"Kings Of Leon","Revelry","201.79546","630","30"
"Kanye West / Consequence / Cam'Ron","Gone","333.34812","619","69"
"Johnny Winter","It's My Own Fault","714.37016","630","31"
"Greg Brown","I Believe I'll Go Back Home","285.28281","619","70"
"Wim Mertens","Naviamente","240.79628","619","71"
"Ra Ra Riot","Can You Tell","152.71138","630","32"
"Foo Fighters","What If I Do?","302.91546","619","72"
"Vanessa Williams","Colors Of The Wind","257.14893","619","73"
"Gyllene Tider","(Hon Vill Ha) Puls","253.962","619","74"
"Ska Cubano","Cumbia En Do Menor","281.44281","630","34"
"Train","Marry Me","205.45261","619","75"
"Camera Obscura","Teenager","218.69669","619","76"
"Liah","Tudo Que Eu Sempre Quis","195.65669","630","35"
"Rise Against","Audience Of One","245.96853","619","77"
"Rise Against","My Life Inside Your Heart","182.09914","619","78"
"Sly Fox","Let's Go All The Way (Short Blix Mix)","227.18649","619","79"
"Heart","Crazy On You","296.14975","619","80"
"Ugly Kid Joe","Cats In The Cradle","241.03138","619","81"
"Traveling Wilburys","You Took My Breath Away (2007 Remastered LP Version)","201.58649","637","0"
"Michael BublÃÂ©","A Foggy Day (In London Town) (Album Version)","151.53587","637","1"
"S Club 7","Have You Ever","201.16853","637","2"
"Hevia","Fandangu Los Llobos","256.46975","637","3"
"Billy Talent","Voices Of Violence (Album Version)","190.37995","637","4"
"Phoenix","Courtesy Laughs","193.85424","637","5"
"Kanye West","We Don't Care","242.93832","637","6"
"Damero feat. Nevis Peak","Gestern_Morgen","356.33587","637","7"
"Shakira","Que Me Quedes Tu","289.98485","637","8"
"Big Kuntry King","Da Baddest [Feat. Trey Songz] (Explicit Album Version)","232.75057","637","9"
"The Killers","Read My Mind","246.80444","594","32"
"Tamia","Officially Missing You (Radio Version)","243.09506","594","33"
"Randy Crawford","Almaz","270.75873","594","34"
"Frumpies","Hello Kitty","134.47791","594","35"
"Julia Fordham","Girlfriend","279.50975","594","36"
"The Black Keys","Unknown Brother","239.59465","594","37"
"Georgia Satellites","Battleship Chains (LP Version)","178.88608","594","38"
"M.I.A.","Paper Planes","206.13179","594","40"
"Phish","Prince Caspian","319.29424","594","41"
"Dislocation Dance","With A Smile On Your Face And A Frown In Your Heart","122.87955","628","0"
"The Black Keys","Strange Times","238.62812","594","42"
"John Hiatt","Have A Little Faith In Me","242.442","594","43"
"Elvis Costello","Watching The Detectives","226.0371","594","44"
"Son House","Death Letter Blues (Live)","239.38567","594","45"
"Cyndi Lauper","She Bop","231.81016","594","46"
"ÃÂtienne Daho","Paris Ailleurs (Live 1992)","231.3922","594","47"
"Dragonforce","Cry of the Brave","345.5473","594","48"
"Rise Against","Savior","242.25914","594","49"
"Emmy The Great","Mia","204.79955","530","0"
"Kings Of Leon","Use Somebody","231.81016","594","50"
"Avenged Sevenfold","Unholy Confessions","283.76771","594","51"
"A.B. Quintanilla III Y Los Kumbia Kings","Te Quiero A Ti","196.77995","594","52"
"Coldplay","Only Superstition","228.62322","594","53"
"B.o.B","Nothin' On You [feat. Bruno Mars] (Album Version)","269.63546","594","54"
"Crystal Castles","Baptism","252.89098","594","55"
"Justin Nozuka","Mr Therapy Man","213.62893","594","56"
"Blackmore's Night","Sister Gypsy","201.40363","594","57"
"Beirut","Fountains And Tramways","239.0722","658","1"
"Beck","End Of The Day","304.50893","594","58"
"Arctic Monkeys","Fake Tales Of San Francisco (Explicit)","177.84118","658","2"
"Van Halen","Ain't Talkin'  'Bout Love (Remastered Version)","227.44771","727","0"
"Secret Garden","Atlantia","180.21832","594","63"
"Snow Patrol","Chasing Cars","274.49424","658","3"
"Rihanna","G4L","239.75138","727","3"
"Bayside","Duality (Album Version)","180.27057","594","64"
"Todd Barry","Sugar Ray (LP Version)","126.82404","658","4"
"Bayside","Montauk","243.64363","594","65"
"Viki Mosholiou","Milo Gia Ta Pedia Mou (2006 Digital Remaster)","169.84771","658","5"
"Hatebreed","Worlds Apart (Album Version)","124.42077","658","6"
"Sonny Boy Williamson","Don't Start Me Talkin'","152.24118","594","66"
"Shattered Realm","Devil In Disguise","108.45995","658","7"
"Timbaland / Katy Perry","If We Ever Meet Again","238.70649","594","67"
"Sam and Dave","Hold on I'm Coming","157.28281","658","8"
"Sea Wolf","Black Dirt (Album)","225.802","658","9"
"Apocalyptica featuring Corey Taylor","I'm Not Jesus","214.12526","594","68"
"Bomfunk MC's","Rocking_ Just To Make Ya Move","225.4624","658","10"
"Jets To Brazil","Rocket Boy","571.03628","594","69"
"Tavares","Heaven Must Be Missing An Angel","394.00444","658","11"
"Maria BethÃÂ¢nia","Samba De Roda/Marinheiro SÃÂ³ (Medley) (Live)","254.06649","594","74"
"Justin Bieber","Somebody To Love","220.89098","658","12"
"Van Halen","Feels So Good (Remastered Single Version)","272.32608","658","13"
"Julieta Venegas A Dueto Con Dante","Primer Dia","236.9824","594","75"
"Apocalyptica","Coma","409.86077","594","76"
"The Wreckers","Stand Still_ Look Pretty [Live]","171.36281","658","14"
"Prince & The Revolution","Kiss (LP Version)","227.65669","658","15"
"Third Eye Blind","God Of Wine (2006 Remastered LP Version)","319.79057","594","77"
"Dr. Dre / Eminem","Forgot About Dre","222.27546","658","16"
"Symphony X","Evolution (the Grand Design)","318.37995","658","17"
"Streetlight Manifesto","Keasbey Nights (LP Version)","180.79302","594","78"
"Amos Lee","Soul Suckers","169.16853","658","18"
"The Gabe Dixon Band","Disappear","296.85506","658","19"
"Mogwai","Thank You Space Expert","473.25995","658","20"
"Mystery Jets","You Can't Fool Me Dennis (Album version)","212.32281","658","21"
"Mates of State","Parachutes (Funeral Song) (LP Version)","227.36934","658","22"
"R.E.M.","Can't Get There From Here","217.99138","658","23"
"Taylor Swift","The Best Day","246.282","658","24"
"Blockhead","Carnivores Unite","285.98812","710","0"
"MC Hammer","U Can't Touch This","256.86159","710","1"
"Sally Shapiro","Miracle (Extended Mix)","392.82893","710","2"
"Holy Fuck","P.I.G.S.","362.762","716","2"
"Angus & Julia Stone","Soldier","218.8273","716","3"
"Los Fabulosos Cadillacs","Siguiendo La Luna","275.69587","716","4"
"A Sunny Day In Glasgow","Lights","22.04689","716","5"
"Mariah Carey Featuring Cameo","Loverboy","229.22404","716","6"
"Tego Calderon","Metele Sazon","242.18077","716","7"
"Bloodhound Gang","Foxtrot Uniform Charlie Kilo","172.01587","716","8"
"Kings Of Leon","The Runner","256.36526","716","10"
"Iron Maiden","Run To The Hills (1998 Digital Remaster)","233.76934","716","11"
"CafÃÂ© Tacvba","MarÃÂ­a","232.72444","716","12"
"Blink-182","All Of This","280.00608","716","13"
"Band Of Horses","The Funeral (Album Version)","321.14893","716","14"
"Primus","De Anza Jig","146.15465","716","15"
"Tom McRae","Walking 2 Hawaii","265.27302","716","16"
"ALO (Animal Liberation Orchestra)","Spectrum","229.77261","716","17"
"Yelle","Je Veux Te Voir (Radio Edit)","192.31302","716","18"
"Kings Of Leon","Revelry","201.79546","716","19"
"Foo Fighters","Everlong","250.14812","716","20"
"Kanye West","Stronger","311.84934","716","21"
"Annie Lennox","Wonderful","256.57424","716","22"
"Madeleine Peyroux","Instead","214.77832","716","23"
"Miley Cyrus","The Climb","236.85179","716","24"
"Coldplay","Yellow","268.38159","716","25"
"Jag Panzer","Reign Of The Tyrants","217.99138","716","26"
"The Notorious B.I.G.","Gimme The Loot (Album Version)","285.93587","716","27"
"Emiliana Torrini","Ha Ha (KCRW.com Presents)","186.122","716","28"
"Streetlight Manifesto","Punk Rock Girl","137.19465","716","29"
"Dropkick Murphys","The Auld Triangle (Album Version)","161.01832","716","30"
"Carlo Siliotto","Kazakhstan 1710","175.38567","473","1"
"The Raconteurs","Top Yourself","265.50812","716","31"
"The Academy Is...","We've Got A Big Mess On Our Hands (Album Edit)","207.96036","473","2"
"Justin Bieber","Stuck In The Moment","222.92853","735","1"
"Spiritual Beggars","Nowhere To Go","358.24281","716","32"
"Bon Iver","Skinny Love","238.49751","716","33"
"The Living End","Prisoner Of Society (Album Version)","229.0673","716","34"
"Moby","Lift Me Up","196.75383","716","35"
"Florence + The Machine","Cosmic Love","258.55955","716","36"
"Miami Horror","Sometimes (Hook N Sling Remix)","386.5073","716","37"
"Nacho Chapado feat. Stephen Massa","B Somebody","479.7122","716","38"
"Kate Nash","Pumpkin Soup","179.48689","716","39"
"Benny Neyman","Waarom Fluister Ik Je Naam Nog","224.7571","716","40"
"Boyzone","All That I Need","219.81995","716","41"
"Philip Glass","Chinese Invade","426.78812","716","42"
"The Pussycat Dolls","Buttons","225.61914","716","43"
"Madonna","Beautiful Stranger","260.75383","716","44"
"Asking Alexandria","Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)","248.99873","716","45"
"Pavement","Mercy:The Laundromat","99.16036","716","46"
"Jack Johnson","Bubble Toes","236.93016","716","47"
"Train","Calling All Angels","244.1922","716","48"
"Cam'Ron / Juelz Santana","Oh Boy","208.3522","716","49"
"Sugar Ray","When It's Over (Remastered Album Version)","218.33098","716","50"
"BeyoncÃÂ©","Broken-Hearted Girl","209.18812","716","51"
"Faith No More","Last Cup Of Sorrow","249.86077","716","52"
"Jokeren","Kvinde Din - MÃÂ¸gluder","239.49016","716","53"
"Ween","Demon Sweat","250.17424","716","54"
"King Diamond","No Presents For Christmas","408.47628","716","55"
"Mint Condition","Somethin' (feat. Phonte from Little Brother)","279.06567","716","56"
"Delorean","Complexity Reducer","272.63955","716","57"
"MylÃÂ¨ne Farmer","Porno Graphique","257.2273","716","58"
"Green Day","Horseshoes And Handgrenades (Album Version)","194.06322","716","59"
"Disturbed","Sacred Lie (Album Version)","185.65179","746","0"
"The New Pornographers","Adventures In Solitude","256.41751","716","60"
"Sugarcult","Saying Goodbye","199.13098","746","1"
"Plies","Goons Lurkin (Explicit Album Version)","231.6273","716","61"
"Daft Punk","Aerodynamic","207.59465","746","2"
"Train","Hey_ Soul Sister","216.76363","751","0"
"The Smiths","There Is A Light That Never Goes Out","242.9122","720","0"
"New Radicals","You Get What You Give","300.82567","747","0"
"The Features","Exhibit A","125.46567","720","1"
"Ella Fitzgerald","On Green Dolphin Street (Medley) (1999 Digital Remaster)","427.15383","747","1"
"Toro Y Moi","Causers Of This","182.02077","720","2"
"DJ Dizzy","Sexy Bitch","221.1522","720","3"
"Cartola","Tive Sim","127.242","747","2"
"The Casualties","Fight For Your Life","131.23873","747","3"
"Panic! At The Disco","I Write Sins Not Tragedies (Album Version)","186.64444","747","4"
"The Wallflowers","Hollywood","421.17179","747","5"
"Rick James","Mary Jane","295.31383","747","6"
"RÃÂ¶yksopp","What Else Is There?","300.14649","747","7"
"Lamb","Gabriel","352.20853","747","8"
"Joe Nichols","Talk Me Out Of Tampa","237.5571","747","9"
"Samy Deluxe","Pdsa","191.16363","743","0"
"Sepultura","Refuse/Resist (Explicit Album Version)","199.23546","747","10"
"Ozzy Osbourne","Secret Loser","248.42404","743","1"
"VCR","On Its Way Out","193.69751","736","0"
"P!nk","Glitter In The Air","227.02975","697","0"
"DAVE MATTHEWS BAND","Time Bomb","239.35955","697","1"
"Summer Cats","Wild Rice","219.42812","697","2"
"Liquid Spill","Words- Till the mornin' comes Mix","376.16281","639","1"
"Ressurrection Band","First Degree Apathy","183.17016","639","2"
"Meat Loaf","Because Of You","236.38159","639","3"
"Josh Rouse","My Love Has Gone","258.87302","639","4"
"Maddy Prior & Tim Hart","Cannily Cannily","141.37424","639","5"
"Bunbury","Demasiado Tarde (Ahorita Mismo)","533.78567","639","6"
"Jason Mraz","Live High (Album Version)","252.39465","639","7"
"The dB's","Black And White","118.41261","639","8"
"Camera Obscura","The Sun On His Back","170.89261","639","9"
"Juanes","Para Tu Amor","248.97261","639","10"
"ATB","Marrakech","262.21669","639","11"
"Cracker","I'm A Little Rocket Ship","205.03465","639","12"
"Blue Man Group","The Complex","386.53342","639","13"
"At Vance","Heart Of Steel","201.82159","639","14"
"Wim Mertens","Houfnice","289.88036","639","15"
"Beirut","The Penalty","142.31465","639","16"
"Jonathan Edwards","Longest Ride (LP Version )","238.39302","639","17"
"Shout Out Louds","There's Nothing","215.97995","639","18"
"John Mayer","War Of My Life","255.11138","705","1"
"Los Campesinos!","(PLAN A)","119.11791","639","19"
"Scissor Sisters","Take Your Mama","271.85587","639","20"
"Kid Cudi Vs Crookers","Day 'N' Nite","162.97751","639","21"
"Ana Torroja","Un AÃÂ±o Mas","311.66649","639","22"
"John Mayer","Half Of My Heart","250.38322","639","24"
"Lyle Mays","This Moment (Album Version)","240.97914","759","0"
"Beenie Man","Girls Dem Sugar","230.03383","639","25"
"The-Dream / Fabolous","Shawty Is Da Sh*!","262.81751","759","1"
"Soul II Soul","How Long","239.67302","639","26"
"Arcade Fire","I'm Sleeping In A Submarine","169.19465","759","2"
"Kansas","Hold On","233.03791","639","27"
"Snow Patrol","Set Down Your Glass","223.18975","759","3"
"Taylor Swift","Forever & Always","224.9922","639","28"
"Kylie Minogue","Come Into My World","271.3073","759","4"
"Paulina Rubio","Un Dia Gris","174.31465","639","29"
"Andrew Bird","Fiery Crash","252.31628","759","5"
"The Rapture","Open Up Your Heart","323.47383","639","30"
"Horkyze Slyze","Fakty","124.44689","759","6"
"The Killers","When You Were Young","220.89098","639","31"
"Jason Mraz","Live High (Album Version)","252.39465","759","7"
"Lady GaGa","Paper Gangsta","263.33995","639","32"
"Hans Zimmer_ James Newton Howard","Nycteris","265.50812","759","8"
"Soltero","Step Through The Door","191.7122","639","33"
"Blur","Country House","237.03465","639","34"
"Carlton Livingston_ Shabba Ranks","Rumours","226.32444","639","35"
"Finger Eleven","Paralyzer","208.1171","639","36"
"Elbee Bad","Dream On! New Age Of Faith / Smokebelch","254.53669","639","37"
"Boney James","Seduction (Album Version)","327.3922","740","0"
"Sauce Money Featuring Memphis Bleek","What We Do (Explicit) (Feat. Memphis Bleek)","280.21506","639","38"
"Toy Matinee","Things She Said","297.19465","639","39"
"Markus KrunegÃÂ¥rd","Jag ÃÂ¤r en vampyr","256.93995","639","40"
"The Mountain Goats","Heretic Pride","222.74567","639","41"
"Modest Mouse","Float On","209.52771","386","0"
"Emiliana Torrini","Sunny Road","184.29342","639","42"
"Habib KoitÃÂ©","Baro","305.71057","386","1"
"Lonnie Gordon","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","181.21098","595","1"
"Busdriver","The Troglodyte Wins","202.16118","639","43"
"SOJA","Rasta Courage","285.25669","386","2"
"Mike And The Mechanics","A Beggar On A Beach Of Gold","275.12118","639","44"
"Evanescence","Lithium","224.10404","639","45"
"Justin Bieber","One Less Lonely Girl","229.0673","639","46"
"Brandon Heath","Give Me Your Eyes","232.69832","639","47"
"Samael","Under One Flag","221.33506","756","0"
"Steve Bug","Smackman","438.67383","639","51"
"Guns N' Roses","Down On The Farm","208.48281","639","52"
"New Boyz","Tie Me Down [feat. Ray J] (Amended Album Version)","178.80771","639","53"
"Train","Hey_ Soul Sister","216.76363","639","54"
"Randy Crawford","Almaz","270.75873","639","55"
"Cro-Mags","Eyes Of Tomorrow","206.99383","459","0"
"Animal Collective","In The Flowers","322.0371","767","0"
"Marisa Monte","O Xote Das Meninas/Asa Branca/Hino A Sao Jose","290.95138","758","2"
"Hollywood Undead","Everywhere I Go","210.52036","758","3"
"JosÃÂ© GonzÃÂ¡lez","Crosses","162.97751","758","4"
"Tom Petty And The Heartbreakers","Learning To Fly","241.52771","758","5"
"Sara Bareilles","Gravity","233.37751","758","6"
"Asian Dub Foundation","Rise To The Challenge","264.69832","758","7"
"Cast Of Camp Rock","We Rock","190.71955","729","0"
"The Killers","All The Pretty Faces","287.73832","758","8"
"Yung Berg feat. Young Jeezy & Ludacris","285 (feat. Young Jeezy & Ludacris)","177.162","729","1"
"Sin Bandera","Si Me Besas","252.78649","729","2"
"Black Eyed Peas","Let's Get It Started","229.61587","758","9"
"OneRepublic","Apologize","208.14322","729","3"
"Charlie Louvin","I Think I'll Live","170.86649","758","10"
"Ill Nino","Unframed (Album Version)","202.57914","758","11"
"Coldplay","Fix You","294.1122","758","12"
"Kansas","Carry On Wayward Son","275.9571","758","13"
"Kurtis Blow","The Breaks","353.88036","722","0"
"Chromeo","Momma's Boy","171.57179","717","0"
"Beach House","Walk In The Park","322.71628","758","14"
"BeyoncÃÂ©","Ego","236.35546","758","15"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","295.67955","758","16"
"Erin McKeown","Daisy And Prudence","292.75383","758","17"
"Andres Calamaro","Los Aviones","263.83628","758","18"
"Akon","Freedom","253.77914","758","19"
"Los Bunkers","Ven AquÃÂ­","217.83465","758","20"
"Steely Dan","Reelin' In The Years","273.94567","758","21"
"Aterciopelados","Complemento","169.45587","758","22"
"The Avett Brothers","Laundry Room","291.36934","758","26"
"Metallica","Fight Fire With Fire","284.86485","758","27"
"Rihanna","Te Amo","208.40444","758","28"
"Sepultura","More Of The Same","238.62812","758","29"
"Fate","(I Can't Stand) Losing You (2004 Digital Remaster)","290.58567","783","1"
"Stone Temple Pilots","Days Of The Week (Album Version)","155.24526","758","30"
"Sean Kingston and Justin Bieber","Eenie Meenie","201.9522","783","2"
"Iron Maiden","Run To The Hills (1998 Digital Remaster)","233.76934","758","31"
"Blackalicious","Make You Feel That Way","206.36689","758","32"
"Deftones","Head Up (LP Version)","372.97587","776","2"
"Destiny's Child","Say My Name","271.33342","758","33"
"Cat Stevens","If You Want To Sing Out_ Sing Out","167.6273","758","34"
"The Notorious B.I.G.","Playa Hater (Amended Version)","239.75138","776","3"
"Eminem / Dr. Dre / 50 Cent","Crack A Bottle","297.482","758","35"
"Orchestral Manoeuvres In The Dark","Stay (The Black Rose And The Universal Wheel)","263.26159","776","4"
"Vangelis","Roxane's Veil","280.21506","776","5"
"Spandau Ballet","TRUE","333.63546","776","6"
"The Pussycat Dolls","I'm Done","197.90322","776","8"
"The Hollies","I'm Down","252.96934","776","9"
"Lily Allen","LDN","190.95465","776","10"
"Fall Out Boy","She's My Winona","231.47057","776","11"
"Metallica","The Unforgiven II","396.40771","776","12"
